From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
P23727	P23727	reviewed	P85A_BOVIN	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1	Bos taurus (Bovine)	724	GO:0001678; GO:0001784; GO:0001953; GO:0002687; GO:0005068; GO:0005158; GO:0005159; GO:0005168; GO:0005634; GO:0005801; GO:0005829; GO:0005911; GO:0005942; GO:0005943; GO:0006366; GO:0006468; GO:0006606; GO:0008286; GO:0008625; GO:0008630; GO:0010592; GO:0014065; GO:0019209; GO:0019903; GO:0030183; GO:0030316; GO:0032760; GO:0032869; GO:0033120; GO:0034446; GO:0034644; GO:0034976; GO:0035014; GO:0036312; GO:0042307; GO:0042802; GO:0043066; GO:0043125; GO:0043548; GO:0043551; GO:0043559; GO:0043560; GO:0045671; GO:0045944; GO:0046326; GO:0046626; GO:0046854; GO:0046935; GO:0046982; GO:0048009; GO:0050821; GO:0051491; GO:0051497; GO:0060396; GO:0097529; GO:0120183; GO:1900103; GO:1903078; GO:1990578
Q8R059	Q8R059	reviewed	GALE_MOUSE	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-galactose 4-epimerase)	Gale	Mus musculus (Mouse)	347	GO:0003974; GO:0003978; GO:0005829; GO:0006012; GO:0019388; GO:0033499; GO:0042802; GO:0042803; GO:0061623
Q0VCR1	Q0VCR1	reviewed	RTF2_BOVIN	Replication termination factor 2 (RTF2) (Replication termination factor 2 domain-containing protein 1)	RTF2 RTFDC1	Bos taurus (Bovine)	299	GO:0003677; GO:0005634; GO:0005657; GO:0072711; GO:0097752; GO:1902979
Q5U1W4	Q5U1W4	reviewed	LAP4B_RAT	Lysosomal-associated transmembrane protein 4B	Laptm4b	Rattus norvegicus (Rat)	227	GO:0005764; GO:0005765; GO:0005768; GO:0005769; GO:0005886; GO:0007032; GO:0019900; GO:0031625; GO:0031902; GO:0032509; GO:0032585; GO:0032911; GO:0042995; GO:0097001; GO:0097213; GO:0097487; GO:1902936; GO:1905166; GO:1905671
O95405	O95405	reviewed	ZFYV9_HUMAN	Zinc finger FYVE domain-containing protein 9 (Mothers against decapentaplegic homolog-interacting protein) (Madh-interacting protein) (Novel serine protease) (NSP) (Receptor activation anchor) (hSARA) (Smad anchor for receptor activation)	ZFYVE9 MADHIP SARA SMADIP	Homo sapiens (Human)	1425	GO:0005545; GO:0005769; GO:0005829; GO:0006897; GO:0007179; GO:0016197; GO:0019904; GO:0031901; GO:0032991; GO:0043231; GO:0046872
O43414	O43414	reviewed	ERI3_HUMAN	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	ERI3 PINT1 PRNPIP PRNPIP1	Homo sapiens (Human)	337	GO:0000175; GO:0000467; GO:0003723; GO:0046872
Q4KEE7	Q4KEE7	reviewed	SELU_PSEF5	tRNA 2-selenouridine synthase (EC 2.9.1.3)	selU PFL_2279	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	364	GO:0002098; GO:0016765; GO:0043828
P25228	P25228	reviewed	RAB3_DROME	Ras-related protein Rab-3	Rab3 CG7576	Drosophila melanogaster (Fruit fly)	220	GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0006904; GO:0007269; GO:0008021; GO:0009306; GO:0016192; GO:0017157; GO:0031489; GO:0031630; GO:0031982; GO:0032482; GO:0045202; GO:0046718; GO:0046928; GO:0048172; GO:0048786; GO:0048789; GO:0048790; GO:0072659
Q92973	Q92973	reviewed	TNPO1_HUMAN	Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP)	TNPO1 KPNB2 MIP1 TRN	Homo sapiens (Human)	898	GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0005929; GO:0006606; GO:0008139; GO:0031267; GO:0061608; GO:0070062
Q7Z020	Q7Z020	reviewed	TRPA1_DROME	Transient receptor potential cation channel subfamily A member 1 (dTRPA1) (Ankyrin-like with transmembrane domains protein 1) (dANKTM1)	TrpA1 Anktm1 CG5751	Drosophila melanogaster (Fruit fly)	1197	GO:0001580; GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0006816; GO:0007602; GO:0007638; GO:0009408; GO:0009416; GO:0010378; GO:0015276; GO:0016020; GO:0023041; GO:0034605; GO:0034703; GO:0040040; GO:0043052; GO:0046957; GO:0050850; GO:0050960; GO:0050965; GO:0050968; GO:0097604
A2AIR5	A2AIR5	reviewed	NMD3A_MOUSE	Glutamate receptor ionotropic, NMDA 3A (GluN3A) (N-methyl-D-aspartate receptor) (N-methyl-D-aspartate receptor subtype 3A) (NMDAR3A) (NR3A) (NMDAR-L)	Grin3a Kiaa1973	Mus musculus (Mouse)	1135	GO:0004970; GO:0004972; GO:0005262; GO:0005886; GO:0006816; GO:0008066; GO:0016020; GO:0016358; GO:0016594; GO:0017146; GO:0035235; GO:0035249; GO:0042165; GO:0042802; GO:0043005; GO:0043025; GO:0045202; GO:0045211; GO:0045471; GO:0048511; GO:0050804; GO:0051721; GO:0060134; GO:0061000; GO:0098793; GO:0098839; GO:0098978; GO:0099171; GO:1904315
Q8TCU5	Q8TCU5	reviewed	NMD3A_HUMAN	Glutamate receptor ionotropic, NMDA 3A (GluN3A) (N-methyl-D-aspartate receptor subtype 3A) (NMDAR3A) (NR3A) (NMDAR-L)	GRIN3A KIAA1973	Homo sapiens (Human)	1115	GO:0004972; GO:0005262; GO:0005789; GO:0005886; GO:0006816; GO:0008066; GO:0016020; GO:0016358; GO:0016594; GO:0017146; GO:0035235; GO:0035249; GO:0042165; GO:0042802; GO:0043005; GO:0043025; GO:0045202; GO:0045471; GO:0048511; GO:0050804; GO:0051721; GO:0060134; GO:0061000; GO:0098793; GO:0098839; GO:0098978; GO:0099171; GO:1904315
Q9QXG4	Q9QXG4	reviewed	ACSA_MOUSE	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)	Acss2 Acas2 Acecs1	Mus musculus (Mouse)	701	GO:0003987; GO:0005524; GO:0005737; GO:0005829; GO:0006085; GO:0008610; GO:0019413; GO:0019542; GO:0050218
P54802	P54802	reviewed	ANAG_HUMAN	Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form]	NAGLU UFHSD1	Homo sapiens (Human)	743	GO:0001573; GO:0001774; GO:0001889; GO:0003158; GO:0003183; GO:0003220; GO:0004561; GO:0005764; GO:0006801; GO:0006914; GO:0007028; GO:0007030; GO:0007040; GO:0007399; GO:0008340; GO:0009611; GO:0014004; GO:0016485; GO:0018158; GO:0021675; GO:0021680; GO:0030200; GO:0030201; GO:0030202; GO:0030534; GO:0031069; GO:0032496; GO:0032963; GO:0034142; GO:0034285; GO:0034599; GO:0035633; GO:0035640; GO:0035909; GO:0042445; GO:0042474; GO:0042982; GO:0043161; GO:0043202; GO:0044242; GO:0045475; GO:0046548; GO:0048143; GO:0055013; GO:0060119; GO:0060173; GO:0060586; GO:0061744; GO:0070062; GO:0071407; GO:0097577; GO:0097696; GO:0099022; GO:1904389; GO:1904390
Q13946	Q13946	reviewed	PDE7A_HUMAN	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A (EC 3.1.4.53) (HCP1) (TM22)	PDE7A	Homo sapiens (Human)	482	GO:0004115; GO:0005829; GO:0006198; GO:0019933; GO:0046872
P40423	P40423	reviewed	SQH_DROME	Myosin regulatory light chain sqh (Myosin regulatory light chain, nonmuscle) (MRLC-C) (Protein spaghetti-squash)	sqh CG3595	Drosophila melanogaster (Fruit fly)	174	GO:0000281; GO:0001671; GO:0003384; GO:0005509; GO:0005737; GO:0005829; GO:0005886; GO:0005938; GO:0007298; GO:0007314; GO:0009791; GO:0016324; GO:0016460; GO:0019749; GO:0030048; GO:0030496; GO:0031036; GO:0032036; GO:0032154; GO:0032956; GO:0035148; GO:0035159; GO:0035183; GO:0035191; GO:0035277; GO:0035317; GO:0040011; GO:0042060; GO:0045177; GO:0045179; GO:0045879; GO:0051233; GO:0060288; GO:0060289; GO:0090254; GO:0106037; GO:0110069; GO:0110071; GO:1903144; GO:1903688
Q6P423	Q6P423	reviewed	MED23_XENLA	Mediator of RNA polymerase II transcription subunit 23 (Mediator complex subunit 23)	med23	Xenopus laevis (African clawed frog)	1369	GO:0005634
Q86SG6	Q86SG6	reviewed	NEK8_HUMAN	Serine/threonine-protein kinase Nek8 (EC 2.7.11.1) (Never in mitosis A-related kinase 8) (NimA-related protein kinase 8) (Nima-related protein kinase 12a)	NEK8 JCK NEK12A	Homo sapiens (Human)	692	GO:0004674; GO:0005524; GO:0005737; GO:0005815; GO:0005929; GO:0006468; GO:0007368; GO:0007507; GO:0009887; GO:0035330; GO:0046872; GO:0097543; GO:0097546; GO:0106310
P53395	P53395	reviewed	ODB2_MOUSE	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	Dbt	Mus musculus (Mouse)	482	GO:0005737; GO:0005739; GO:0005829; GO:0005947; GO:0009083; GO:0015630; GO:0016407; GO:0031405; GO:0031625; GO:0042645; GO:0043754
Q7ZV22	Q7ZV22	reviewed	MTAP_DANRE	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	mtap zgc:66012	Danio rerio (Zebrafish) (Brachydanio rerio)	280	GO:0005634; GO:0005829; GO:0006166; GO:0017061; GO:0019509
Q2YDC9	Q2YDC9	reviewed	PDCD2_BOVIN	Programmed cell death protein 2	PDCD2	Bos taurus (Bovine)	344	GO:0003677; GO:0005634; GO:0005737; GO:0006915; GO:0006919; GO:0019899; GO:0043065; GO:0046872; GO:1901532; GO:1902035
Q6DJI5	Q6DJI5	reviewed	PITH1_XENLA	PITH domain-containing protein 1	pithd1	Xenopus laevis (African clawed frog)	209	GO:0005737; GO:0045654; GO:0045893
B1WBB4	B1WBB4	reviewed	ENDUB_XENLA	Poly(U)-specific endoribonuclease-B (EC 4.6.1.-) (Protein endoU-B) (Uridylate-specific endoribonuclease-B) (XendoU-B)	endou-b	Xenopus laevis (African clawed frog)	292	GO:0003723; GO:0004521; GO:0005634; GO:0016829; GO:0046872
Q9C0D9	Q9C0D9	reviewed	EPT1_HUMAN	Ethanolaminephosphotransferase 1 (hEPT1) (EC 2.7.8.1) (Selenoprotein I) (SelI)	SELENOI EPT1 KIAA1724 SELI	Homo sapiens (Human)	397	GO:0004307; GO:0005789; GO:0005794; GO:0006646; GO:0046872
Q5EA80	Q5EA80	reviewed	PGTA_BOVIN	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)	RABGGTA	Bos taurus (Bovine)	567	GO:0004663; GO:0005737; GO:0005968; GO:0008270; GO:0018344; GO:0031267
P56564	P56564	reviewed	EAA1_MOUSE	Excitatory amino acid transporter 1 (Glial high affinity glutamate transporter) (High-affinity neuronal glutamate transporter) (GluT-1) (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3)	Slc1a3 Eaat1 Gmt1	Mus musculus (Mouse)	543	GO:0005313; GO:0005314; GO:0005743; GO:0005886; GO:0006883; GO:0007605; GO:0009410; GO:0009416; GO:0009449; GO:0009611; GO:0009925; GO:0009986; GO:0010035; GO:0015172; GO:0015175; GO:0015501; GO:0015813; GO:0016323; GO:0016595; GO:0016597; GO:0021545; GO:0031223; GO:0042995; GO:0043005; GO:0043025; GO:0043197; GO:0043200; GO:0043490; GO:0045202; GO:0046677; GO:0046872; GO:0048667; GO:0050806; GO:0050885; GO:0051938; GO:0070779; GO:0071314; GO:0071805; GO:0071944; GO:0098712; GO:0098796; GO:0140009; GO:1902476
Q95JY5	Q95JY5	reviewed	SAM15_MACFA	Sterile alpha motif domain-containing protein 15 (SAM domain-containing protein 15)	SAMD15 QtsA-12354 QtsA-15642	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	667	
P70541	P70541	reviewed	EI2BG_RAT	Translation initiation factor eIF-2B subunit gamma (eIF-2B GDP-GTP exchange factor subunit gamma)	Eif2b3 Eif2bg	Rattus norvegicus (Rat)	452	GO:0002183; GO:0003743; GO:0005085; GO:0005737; GO:0005851; GO:0006412; GO:0006413; GO:0009408; GO:0009749; GO:0014003; GO:0016779; GO:0021766; GO:0032045; GO:0043434; GO:0050852
Q6TXF1	Q6TXF1	reviewed	ARRD3_RAT	Arrestin domain-containing protein 3 (Liver regeneration-related protein LRRG00048)	Arrdc3	Rattus norvegicus (Rat)	414	GO:0001659; GO:0005737; GO:0005764; GO:0005768; GO:0005769; GO:0005886; GO:0015031; GO:0031649; GO:0031651; GO:0031699; GO:0035332; GO:0043588; GO:0051443; GO:0060613; GO:0071878; GO:0090327; GO:0120163
Q32L77	Q32L77	reviewed	CFA95_BOVIN	Cilia- and flagella-associated protein 95	CFAP95	Bos taurus (Bovine)	232	GO:0005737; GO:0005879; GO:0005886
Q00174	Q00174	reviewed	LAMA_DROME	Laminin subunit alpha (Laminin A chain)	LanA lamA CG10236	Drosophila melanogaster (Fruit fly)	3712	GO:0005102; GO:0005576; GO:0005604; GO:0007411; GO:0007498; GO:0007507; GO:0008021; GO:0030155; GO:0030334; GO:0030424; GO:0033627; GO:0034446; GO:0035001; GO:0035011; GO:0036062; GO:0045886; GO:0045995; GO:0062023; GO:0071711
B7QIN3	B7QIN3	reviewed	SMIM7_IXOSC	Protein SMIM7 homolog	ISCW013552	Ixodes scapularis (Black-legged tick) (Deer tick)	74	GO:0016020
Q6IR74	Q6IR74	reviewed	CTL1_XENLA	Choline transporter-like protein 1 (Solute carrier family 44 member 1)	slc44a1 ctl1	Xenopus laevis (African clawed frog)	651	GO:0005741; GO:0005886; GO:0015220; GO:0015871; GO:0034228; GO:0034229
Q9ESN3	Q9ESN3	reviewed	PGAP6_MOUSE	Post-GPI attachment to proteins factor 6 (EC 3.1.1.4) (GPI processing phospholipase A2) (GPI-PLA2) (M83 protein) (Transmembrane protein 8) (Transmembrane protein 8A)	Pgap6 Tmem8 Tmem8a	Mus musculus (Mouse)	769	GO:0004623; GO:0005765; GO:0005886; GO:0006629
Q15831	Q15831	reviewed	STK11_HUMAN	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19)	STK11 LKB1 PJS	Homo sapiens (Human)	433	GO:0000287; GO:0001558; GO:0001894; GO:0001944; GO:0002039; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006468; GO:0006470; GO:0006914; GO:0006974; GO:0007165; GO:0007283; GO:0007409; GO:0008285; GO:0010212; GO:0010508; GO:0014823; GO:0016020; GO:0018107; GO:0030010; GO:0030018; GO:0030111; GO:0030275; GO:0030295; GO:0030308; GO:0030511; GO:0032147; GO:0033762; GO:0033993; GO:0034504; GO:0042593; GO:0043276; GO:0044877; GO:0045059; GO:0045722; GO:0046777; GO:0048814; GO:0050772; GO:0050852; GO:0051645; GO:0051726; GO:0051896; GO:0060767; GO:0060770; GO:0070062; GO:0070314; GO:0071493; GO:0072332; GO:0090090; GO:0097066; GO:0097484; GO:0106310; GO:0120163; GO:0140535; GO:1900182; GO:1901610; GO:1901796; GO:1902554; GO:1904262
Q8BFS9	Q8BFS9	reviewed	ASND1_MOUSE	Asparagine synthetase domain-containing protein 1	Asnsd1	Mus musculus (Mouse)	627	GO:0004066; GO:0006529; GO:0006541
Q9ESM0	Q9ESM0	reviewed	IP6K1_RAT	Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1)	Ip6k1 Ihpk1	Rattus norvegicus (Rat)	433	GO:0000827; GO:0000828; GO:0000832; GO:0005524; GO:0005634; GO:0005737; GO:0016310; GO:0032958; GO:0046854; GO:0052723; GO:0052724; GO:0120163
Q5ZLX2	Q5ZLX2	reviewed	IF2A_CHICK	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha) (eIF2-alpha)	EIF2S1 EIF2A RCJMB04_4i21	Gallus gallus (Chicken)	315	GO:0003723; GO:0003743; GO:0005737; GO:0005850; GO:0005851; GO:0010494; GO:0032057; GO:0033290; GO:0034198; GO:0034644; GO:0034976; GO:0036499; GO:0043022; GO:0043614
Q9BS16	Q9BS16	reviewed	CENPK_HUMAN	Centromere protein K (CENP-K) (Interphase centromere complex protein 37) (Protein AF-5alpha) (p33)	CENPK ICEN37 FKSG14	Homo sapiens (Human)	269	GO:0000070; GO:0000776; GO:0005654; GO:0005829; GO:0051382
A7YWD2	A7YWD2	reviewed	IPO13_BOVIN	Importin-13 (Imp13)	IPO13	Bos taurus (Bovine)	963	GO:0005634; GO:0005737; GO:0006606; GO:0031267
Q6UXP7	Q6UXP7	reviewed	F151B_HUMAN	Protein FAM151B	FAM151B UNQ9217/PRO28685	Homo sapiens (Human)	276	GO:0005615
Q07598	Q07598	reviewed	SCP2_CHICK	Sterol carrier protein 2 (SCP-2) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Non-specific lipid-transfer protein) (NSL-TP) (Propanoyl-CoA C-acyltransferase) (EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (EC 2.3.1.16) (SCP-chi) (SCPX) (Sterol carrier protein X) (SCP-X)	SCP2	Gallus gallus (Chicken)	547	GO:0003988; GO:0005737; GO:0005739; GO:0005777; GO:0005782; GO:0005783; GO:0006635; GO:0006869; GO:0008206; GO:0008289; GO:0032385; GO:0033814; GO:0050632; GO:0050633; GO:0120019; GO:0120020
Q6KCD5	Q6KCD5	reviewed	NIPBL_MOUSE	Nipped-B-like protein (Delangin homolog) (SCC2 homolog)	Nipbl Scc2	Mus musculus (Mouse)	2798	GO:0000070; GO:0000122; GO:0000785; GO:0003007; GO:0003151; GO:0003682; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006974; GO:0007064; GO:0007420; GO:0007507; GO:0007605; GO:0008104; GO:0031065; GO:0032039; GO:0032116; GO:0034087; GO:0034088; GO:0035019; GO:0035115; GO:0035136; GO:0035261; GO:0036033; GO:0040018; GO:0042471; GO:0042634; GO:0042826; GO:0043231; GO:0045444; GO:0045778; GO:0045892; GO:0045944; GO:0045995; GO:0048557; GO:0048565; GO:0048589; GO:0048592; GO:0048638; GO:0048701; GO:0048703; GO:0050890; GO:0060325; GO:0061010; GO:0061038; GO:0061775; GO:0061780; GO:0070087; GO:0071169; GO:0071481; GO:0090694; GO:1990414; GO:1990841; GO:2001224
B1H283	B1H283	reviewed	LEXM_RAT	Lymphocyte expansion molecule	Lexm	Rattus norvegicus (Rat)	402	GO:0005739; GO:0008284; GO:0097177; GO:1903862
Q61496	Q61496	reviewed	DDX4_MOUSE	ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Mvh) (Vasa homolog)	Ddx4 Mvh Vasa	Mus musculus (Mouse)	702	GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007140; GO:0007141; GO:0007276; GO:0007283; GO:0010526; GO:0016887; GO:0030154; GO:0030317; GO:0032880; GO:0033391; GO:0034587; GO:0043046; GO:0043186; GO:0048471; GO:0071546; GO:0071547; GO:0140693; GO:1990904
Q8TB45	Q8TB45	reviewed	DPTOR_HUMAN	DEP domain-containing mTOR-interacting protein (DEP domain-containing protein 6)	DEPTOR DEPDC6	Homo sapiens (Human)	409	GO:0006469; GO:0032007; GO:0035556; GO:0045792; GO:1903940; GO:1904262; GO:2001236
Q7SY48	Q7SY48	reviewed	HEAT1_DANRE	HEAT repeat-containing protein 1 (Protein BAP28)	heatr1 zgc:63510	Danio rerio (Zebrafish) (Brachydanio rerio)	2159	GO:0000462; GO:0030515; GO:0030686; GO:0032040; GO:0034455; GO:0042274; GO:0043066; GO:0043487; GO:0045943
Q6AX31	Q6AX31	reviewed	NDC1_XENLA	Nucleoporin NDC1 (xNDC1) (Transmembrane protein 48)	ndc1 tmem48	Xenopus laevis (African clawed frog)	660	GO:0005643; GO:0015031; GO:0031965; GO:0051028
Q09506	Q09506	reviewed	TX1B3_CAEEL	Tax1-binding protein 3 homolog	txbp-3 C45G9.7	Caenorhabditis elegans	124	
Q8NEA6	Q8NEA6	reviewed	GLIS3_HUMAN	Zinc finger protein GLIS3 (GLI-similar 3) (Zinc finger protein 515)	GLIS3 ZNF515	Homo sapiens (Human)	775	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0005634; GO:0006357; GO:0006366; GO:0045944; GO:0046872
Q5H8A4	Q5H8A4	reviewed	PIGG_HUMAN	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (GPI7 homolog) (hGPI7) (Phosphatidylinositol-glycan biosynthesis class G protein) (PIG-G)	PIGG GPI7 UNQ1930/PRO4405	Homo sapiens (Human)	983	GO:0005783; GO:0005789; GO:0006506; GO:0016020; GO:0016254; GO:0016740; GO:0016780; GO:0051267
Q8C0Y1	Q8C0Y1	reviewed	TGIF2_MOUSE	Homeobox protein TGIF2 (5'-TG-3'-interacting factor 2) (TGF-beta-induced transcription factor 2) (TGFB-induced factor 2)	Tgif2	Mus musculus (Mouse)	237	GO:0000122; GO:0000978; GO:0001227; GO:0005654; GO:0005813; GO:0010470; GO:0030182; GO:0035881; GO:0038092; GO:0060041; GO:1902871; GO:1990837
B0WEV5	B0WEV5	reviewed	ASNA_CULQU	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	CPIJ005690	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	348	GO:0005524; GO:0005783; GO:0016887; GO:0045048; GO:0046872
Q8NI36	Q8NI36	reviewed	WDR36_HUMAN	WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein) (TA-WDRP)	WDR36	Homo sapiens (Human)	951	GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0007601; GO:0032040; GO:0034388; GO:0042274; GO:0050896
Q9GZM7	Q9GZM7	reviewed	TINAL_HUMAN	Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5) (Oxidized LDL-responsive gene 2 protein) (OLRG-2) (Tubulointerstitial nephritis antigen-related protein) (TIN Ag-related protein) (TIN-Ag-RP)	TINAGL1 GIS5 LCN7 OLRG2 TINAGL PP6614 PSEC0088 UNQ204/PRO230	Homo sapiens (Human)	467	GO:0005201; GO:0005576; GO:0005615; GO:0005737; GO:0016197; GO:0043236; GO:0062023; GO:0070062
Q3U487	Q3U487	reviewed	HECD3_MOUSE	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	Hectd3	Mus musculus (Mouse)	861	GO:0004842; GO:0016567; GO:0019905; GO:0043161; GO:0048471
Q6AXP1	Q6AXP1	reviewed	CS044_RAT	Uncharacterized protein C19orf44 homolog		Rattus norvegicus (Rat)	624	
Q8CFE4	Q8CFE4	reviewed	SCYL2_MOUSE	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	Scyl2 Cvak104 D10Ertd802e	Mus musculus (Mouse)	930	GO:0002092; GO:0004672; GO:0005102; GO:0005524; GO:0005794; GO:0006468; GO:0007420; GO:0008333; GO:0010008; GO:0021860; GO:0030136; GO:0090090; GO:2000286; GO:2000370
P09324	P09324	reviewed	YES_CHICK	Tyrosine-protein kinase Yes (EC 2.7.10.2) (p61-Yes)	YES1 YES	Gallus gallus (Chicken)	541	GO:0001784; GO:0004715; GO:0005102; GO:0005524; GO:0005794; GO:0005815; GO:0005829; GO:0006468; GO:0007169; GO:0019899; GO:0030154; GO:0031234; GO:0044325; GO:0045087
Q6P1N9	Q6P1N9	reviewed	TATD1_HUMAN	Deoxyribonuclease TATDN1 (EC 3.1.21.-) (Hepatocarcinoma high expression protein)	TATDN1 CDA11	Homo sapiens (Human)	297	GO:0005654; GO:0008296; GO:0046872
Q6PDI5	Q6PDI5	reviewed	ECM29_MOUSE	Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog)	Ecpas Ecm29 Kiaa0368	Mus musculus (Mouse)	1840	GO:0000502; GO:0005634; GO:0005654; GO:0005737; GO:0005769; GO:0005770; GO:0005771; GO:0005783; GO:0005793; GO:0005813; GO:0030134; GO:0030139; GO:0030433; GO:0031410; GO:0043248; GO:0060090; GO:0070628
Q8R4F0	Q8R4F0	reviewed	MCLN3_MOUSE	Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3)	Mcoln3	Mus musculus (Mouse)	553	GO:0000421; GO:0005737; GO:0005765; GO:0005886; GO:0007626; GO:0008289; GO:0031901; GO:0031902; GO:0042491; GO:0060171; GO:0072345
P50533	P50533	reviewed	SMC2_XENLA	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome assembly protein XCAP-E) (Chromosome-associated protein E)	smc2 cape smc2l1	Xenopus laevis (African clawed frog)	1203	GO:0005524; GO:0005634; GO:0005694; GO:0005829; GO:0007049; GO:0016887; GO:0030261; GO:0051301
P09889	P09889	reviewed	PPA5_PIG	Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase) (Uteroferrin) (UF)	ACP5	Sus scrofa (Pig)	340	GO:0003993; GO:0005576; GO:0008198; GO:0008199; GO:0034755; GO:0045453
Q9ULI0	Q9ULI0	reviewed	ATD2B_HUMAN	ATPase family AAA domain-containing protein 2B	ATAD2B KIAA1240	Homo sapiens (Human)	1458	GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0016887; GO:0042393; GO:0045944; GO:0070577
